web-scraper-order,web-scraper-start-url,Technology,name,sector,location
"1643580428-4087","https://500.co/companies","SaaS","Classroom.tv","Education ERP","Chile"
"1643580428-4188","https://500.co/companies","SaaS","Cube Wealth","Lending / Investments","India"
"1643580428-4796","https://500.co/companies","SaaS","Iterable","Marketing & Sales","US"
"1643580428-4302","https://500.co/companies","On-demand / Delivery","EcoMom","Early childhood","US"
"1643580428-5992","https://500.co/companies","Mobile","TradeHero","Financial research","Singapore"
"1643580428-6088","https://500.co/companies","SaaS","Valid Network","IT tools","Israel"
"1643580428-4660","https://500.co/companies","-","HEYMIRZA","Consumer Finance","US"
"1643580428-4968","https://500.co/companies","SaaS","Little Eye","Developer tools","India"
"1643580428-5954","https://500.co/companies","On-demand / Delivery","TheRealReal","Fashion","US"
"1643580428-3949","https://500.co/companies","Marketplace","Bounty Hunter","Social media","Taiwan"
"1643580428-4647","https://500.co/companies","SaaS","HeavyConnect","Agriculture","US"
"1643580428-4274","https://500.co/companies","On-demand / Delivery","Drivemate","Ridesharing / Vehicle rental","Thailand"
"1643580428-4801","https://500.co/companies","On-demand / Delivery","Jamalon","Consumer eCom","UAE"
"1643580428-4116","https://500.co/companies","SaaS","Cognuse","Healthcare ERP","US"
"1643580428-4923","https://500.co/companies","SaaS","Leade.rs","Events","US"
"1643580428-5959","https://500.co/companies","Direct sale","This Is L.","OTC Medications","US"
"1643580428-5931","https://500.co/companies","Marketplace","Tempat.com","Coworking","Indonesia"
"1643580428-5418","https://500.co/companies","On-demand / Delivery","Port of Mokha","Agtech","Yemen"
"1643580428-5333","https://500.co/companies","-","Payple","-","South Korea"
"1643580428-4849","https://500.co/companies","-","Kerning Cultures","Entertainment","UAE"
"1643580428-4516","https://500.co/companies","SaaS, Internet of Things, Advanced Manufacturing","Garment IO","-","Egypt"
"1643580428-5311","https://500.co/companies","InsurTech, FinTech","Papaya Insurance","Insurance","Vietnam"
"1643580428-4361","https://500.co/companies","-","Etiner","-","Chile"
"1643580428-5585","https://500.co/companies","SaaS","RocketBolt","Market intel","US"
"1643580428-3769","https://500.co/companies","Mobile","Appsamurai","Adtech / Martech","US"
"1643580428-5516","https://500.co/companies","Mobile","Rapchat","Media production","US"
"1643580428-3906","https://500.co/companies","Cloud / Content","Blavity","Journalism / Blogs","US"
"1643580428-4216","https://500.co/companies","Mobile","Dano","Fitness","South Korea"
"1643580428-6227","https://500.co/companies","Mobile","WorkLife","Productivity","US"
"1643580428-4566","https://500.co/companies","Cloud / Content","GoFindFriends","Social media","US"
"1643580428-6042","https://500.co/companies","-","Twinn Health","-","-"
"1643580428-5196","https://500.co/companies","On-demand / Delivery","Nexus AI","Media production","US"
"1643580428-4257","https://500.co/companies","SaaS","Dispatchr","Climate","US"
"1643580428-5141","https://500.co/companies","Marketplace","MuvingApp","Logistics","Israel"
"1643580428-4419","https://500.co/companies","-","Fidel","Payments","UK"
"1643580428-4906","https://500.co/companies","Cloud / Content","LafaLafa","Consumer services","India"
"1643580428-4402","https://500.co/companies","Mobile","Fastcall","CRM / Customer success","Uruguay"
"1643580428-4971","https://500.co/companies","SaaS","LiveCanary","Market intel","US"
"1643580428-5469","https://500.co/companies","Direct sale","PullString","Collaboration","US"
"1643580428-5754","https://500.co/companies","SaaS","SocialCops","Govtech","India"
"1643580428-6268","https://500.co/companies","-","Zeew","-","-"
"1643580428-5476","https://500.co/companies","SaaS","PUSHTech","IT tools","Spain"
"1643580428-5075","https://500.co/companies","TMT","Mi Dulce Hogar","-","Mexico"
"1643580428-4350","https://500.co/companies","SaaS","EquitySim","Recruiting","US"
"1643580428-6228","https://500.co/companies","-","Worknmates","-","-"
"1643580428-4071","https://500.co/companies","O2O","Cine+","Entertainment","Mexico"
"1643580428-6149","https://500.co/companies","SaaS","Voxeet","IT tools","US"
"1643580428-6013","https://500.co/companies","SaaS","TripAfrique","Travel / Hospitality","Ivory Coast"
"1643580428-4253","https://500.co/companies","SaaS","Dil Mil","Social media","India"
"1643580428-5565","https://500.co/companies","SaaS","Resource","Recruiting","US"
"1643580428-5762","https://500.co/companies","Direct sale","Solactron","Energy","US"
"1643580428-5599","https://500.co/companies","SaaS, FinTech","Runway Financial","-","US"
"1643580428-4898","https://500.co/companies","SaaS","Kuraseru","Healthcare IT & Operations","Japan"
"1643580428-5972","https://500.co/companies","Cloud / Content","Tokyo Otaku Mode","Social","Japan"
"1643580428-6158","https://500.co/companies","On-demand / Delivery","WalkerCo","Beauty","US"
"1643580428-5960","https://500.co/companies","Direct sale","Thriva","Health monitoring","UK"
"1643580428-3744","https://500.co/companies","SaaS","Anduin Transactions","Financial infrastructure","US"
"1643580428-5033","https://500.co/companies","SaaS","Mashvisor","Lending / Investments","US"
"1643580428-3728","https://500.co/companies","SaaS","Alta5","Lending / Investments","US"
"1643580428-5463","https://500.co/companies","-","PT Karir Manfaat Bangsa","-","Indonesia"
"1643580428-5773","https://500.co/companies","On-demand / Delivery","Sourceasy","Procurement","India"
"1643580428-4418","https://500.co/companies","On-demand / Delivery","Fiberead","Language and Translation services","China"
"1643580428-6199","https://500.co/companies","Marketplace","Wholi","Recruiting","UK"
"1643580428-3876","https://500.co/companies","On-demand / Delivery","Bespoke Post","Fashion","US"
"1643580428-4075","https://500.co/companies","SaaS","Cirrus Identity","Education ERP","US"
"1643580428-4645","https://500.co/companies","SaaS","Heartex","IT tools","US"
"1643580428-3873","https://500.co/companies","Marketplace","BenRevo","Insurance","US"
"1643580428-5800","https://500.co/companies","TMT, FinTech, Cybersecurity, Cryptocurrency/Blockchain","Spring Labs","Banking & Exchange","US"
"1643580428-6217","https://500.co/companies","On-demand / Delivery","Wodache","Ridesharing / Vehicle rental","China"
"1643580428-3931","https://500.co/companies","On-demand / Delivery","Bombfell","Fashion","US"
"1643580428-4991","https://500.co/companies","On-demand / Delivery","LoveWithFood","Food","US"
"1643580428-5797","https://500.co/companies","Cloud / Content","Spottly","Social media","Hong Kong"
"1643580428-4385","https://500.co/companies","SaaS","Faception","Govtech","Israel"
"1643580428-5779","https://500.co/companies","Marketplace","Speakergram","Events","US"
"1643580428-6121","https://500.co/companies","Cloud / Content","VIO","Journalism / Blogs","Norway"
"1643580428-6218","https://500.co/companies","SaaS","Womply","Market intel","US"
"1643580428-4557","https://500.co/companies","SaaS","GlobeKeeper","Govtech","US"
"1643580428-3862","https://500.co/companies","O2O","BeautyDate","Beauty","Brazil"
"1643580428-5343","https://500.co/companies","SaaS","Peoplise","Human Resources & Recruiting","Turkey"
"1643580428-5969","https://500.co/companies","SaaS","Tioki","Recruiting","US"
"1643580428-4014","https://500.co/companies","Mobile","Cardmunch","CRM / Customer success","US"
"1643580428-6287","https://500.co/companies","Mobile","ZoeMob","Collaboration","Brazil"
"1643580428-5568","https://500.co/companies","SaaS","Retailigence","Market intel","US"
"1643580428-5733","https://500.co/companies","SaaS","Slidebean","Media production","US"
"1643580428-4939","https://500.co/companies","-","Legalscape","Market intel","Japan"
"1643580428-5475","https://500.co/companies","SaaS","Purple Squirrel","Recruiting","US"
"1643580428-5769","https://500.co/companies","Mobile","Souktel","Developer Tools","US"
"1643580428-5210","https://500.co/companies","Cloud / Content","Noodle Partners","Education ERP","US"
"1643580428-3847","https://500.co/companies","SaaS","Balloon","Collaboration","US"
"1643580428-4629","https://500.co/companies","-","Hapoom","Housing & Real Estate","South Korea"
"1643580428-5180","https://500.co/companies","O2O","Nettle","Entertainment","US"
"1643580428-5665","https://500.co/companies","O2O","ShearShare","Beauty","US"
"1643580428-6278","https://500.co/companies","Mobile","Zest","Logistics","Japan"
"1643580428-5815","https://500.co/companies","-","Staple AI","-","Singapore"
"1643580428-6160","https://500.co/companies","Direct service, SaaS","Wallex","Payments","Singapore"
"1643580428-5633","https://500.co/companies","On-demand / Delivery","Seat14A","Fashion","India"
"1643580428-3729","https://500.co/companies","-","Alterestate","-","-"
"1643580428-4387","https://500.co/companies","SaaS","FactoryFour","ERP","US"
"1643580428-3923","https://500.co/companies","SaaS","Blueboard","Personnel / Benefits","US"
"1643580428-6192","https://500.co/companies","SaaS","Whereto","Travel / Hospitality","US"
"1643580428-4767","https://500.co/companies","SaaS","InstaDM","Social media","Mexico"
"1643580428-5303","https://500.co/companies","-","Pandai","-","-"
"1643580428-5326","https://500.co/companies","SaaS","Pay By Group","Payments","US"
"1643580428-3787","https://500.co/companies","Direct sale","Artiphon","Consumer eCom","US"
"1643580428-5715","https://500.co/companies","SaaS","SimplyInsight","Adtech / Martech","Canada"
"1643580428-5543","https://500.co/companies","SaaS","Reesio","Realty / Rentals","US"
"1643580428-5099","https://500.co/companies","SaaS","Mobingi","Developer Tools","Japan"
"1643580428-5249","https://500.co/companies","Restaurant Technology, FoodTech","OneKitchen","-","UAE"
"1643580428-5327","https://500.co/companies","Direct sale","PayClip","Payments","Mexico"
"1643580428-3973","https://500.co/companies","Mobile","Brushback","Sports","US"
"1643580428-5111","https://500.co/companies","Marketplace","Mom Trusted","Early childhood","US"
"1643580428-4205","https://500.co/companies","-","CyberTalents","Security","UAE, Egypt"
"1643580428-5652","https://500.co/companies","Direct service","Seppure","Biotech & Life Sciences","Singapore"
"1643580428-4961","https://500.co/companies","O2O","Linguatrip","College / Continuing education","Russia"
"1643580428-3731","https://500.co/companies","-","AltoTech","-","-"
"1643580428-4359","https://500.co/companies","SaaS","Estately","Realty / Rentals","US"
"1643580428-3703","https://500.co/companies","SaaS","Aladdin B2B","Market intel","UAE"
"1643580428-4332","https://500.co/companies","SaaS","Empreware","ERP","Argentina"
"1643580428-4140","https://500.co/companies","Direct sale","Connected Robotics","Manufacturing & Robotics","Japan"
"1643580428-4219","https://500.co/companies","SaaS","Datasembly","Market intel","US"
"1643580428-3741","https://500.co/companies","Mobile","AmpMe","Media production","Canada"
"1643580428-4137","https://500.co/companies","SaaS","Conekta","Payments","Mexico"
"1643580428-4947","https://500.co/companies","SaaS","Lettuce","Procurement","US"
"1643580428-3882","https://500.co/companies","O2O","Bfab","Consumer services","Malaysia"
"1643580428-5528","https://500.co/companies","SaaS","RealAtom","Lending / Investments","US"
"1643580428-5538","https://500.co/companies","SaaS","Reddit","Social","US"
"1643580428-5673","https://500.co/companies","SaaS","Shippo","Supply Chain & Logistics","US"
"1643580428-4159","https://500.co/companies","Marketplace","Cotiza y Contrata","Professional services","Mexico"
"1643580428-5442","https://500.co/companies","O2O","Printify","Supply Chain & Logistics","US"
"1643580428-4871","https://500.co/companies","Marketplace","Kitchit","Food","US"
"1643580428-6235","https://500.co/companies","Mobile","Wrappup","Market intel","UAE"
"1643580428-4474","https://500.co/companies","On-demand / Delivery","FormaFina","Fashion","Brazil"
"1643580428-3887","https://500.co/companies","SaaS","Bigfinite","Biotech","US"
"1643580428-3737","https://500.co/companies","SaaS","Amicus","Civictech","US"
"1643580428-5550","https://500.co/companies","SaaS","Remark","Media production","US"
"1643580428-5681","https://500.co/companies","Marketplace","ShopLook","Fashion","US"
"1643580428-5852","https://500.co/companies","Mobile","Stylect","Fashion","UK"
"1643580428-3762","https://500.co/companies","SaaS, Direct service","Appboxo","Developer ToolsDeveloper tools","Singapore"
"1643580428-5434","https://500.co/companies","SaaS","Presence","Education ERP","US"
"1643580428-4111","https://500.co/companies","-","Coded","Professional training","Kuwait"
"1643580428-4659","https://500.co/companies","Marketplace","Hey Cater","Food","Germany"
"1643580428-5429","https://500.co/companies","SaaS","PredictionIO","Developer tools","US"
"1643580428-6135","https://500.co/companies","O2O","VMO Rocks","Travel, Leisure & Tourism","Malaysia"
"1643580428-5161","https://500.co/companies","SaaS","MyStockIQ","Lending / Investments","US"
"1643580428-5177","https://500.co/companies","SaaS","Nestrom","Agtech","Jordan"
"1643580428-5944","https://500.co/companies","-","The Clozet Company","-","South Korea"
"1643580428-5107","https://500.co/companies","Mobile","Mogotix","IT tools","US"
"1643580428-4145","https://500.co/companies","-","Contalink","-","-"
"1643580428-5357","https://500.co/companies","On-demand / Delivery","Pigeonly","IT tools","US"
"1643580428-6019","https://500.co/companies","-","Trteeb","Fashion","Jordan"
